"","V1","V2","V3","V4","V5","V6","V7","V8"
"732",2,3,2,2,2,2,3,1
"733",2,3,3,2,2,1,3,1
"734",4,3,3,1,2,1,2,1
"735",4,3,3,1,1,1,2,3
"736",4,3,3,1,1,1,1,2
"737",4,3,3,1,2,1,1,2
"738",4,3,3,1,1,1,1,2
"739",4,3,3,1,2,1,1,2
"740",4,3,3,1,2,1,2,2
"741",4,3,3,1,1,1,1,2
"742",4,3,3,1,2,1,1,2
"743",4,3,3,1,2,1,2,2
"744",4,3,3,1,2,1,1,2
"745",4,3,3,1,2,1,2,2
"746",4,3,3,1,2,1,2,2
"747",4,3,3,1,2,1,2,2
"748",4,3,3,1,2,2,2,2
"749",2,3,2,2,2,2,3,1
"750",2,3,2,2,2,2,3,1
"751",2,3,2,2,2,2,3,1
"752",2,3,2,2,2,2,3,1
"753",4,3,3,1,2,1,2,1
"754",4,3,3,1,2,1,2,3
"755",4,3,3,1,1,1,2,3
"756",4,3,3,1,1,1,2,3
"757",4,2,3,1,1,1,2,3
"758",4,3,3,1,2,1,1,2
"759",4,3,3,1,1,1,1,2
"760",4,3,3,1,2,1,1,2
"761",4,3,3,1,1,1,1,3
"762",4,3,3,1,2,1,1,2
"763",4,3,3,1,1,2,1,2
"764",4,3,3,1,2,1,1,2
"765",4,3,3,1,2,1,1,2
"766",4,3,3,1,2,1,1,2
"767",4,3,3,1,2,1,1,2
"768",4,3,3,1,2,1,2,1
"769",2,3,2,2,2,2,3,1
"770",2,3,2,2,2,2,3,1
"771",2,3,2,2,2,2,3,1
"772",4,3,3,2,2,2,2,1
"773",4,3,3,1,2,1,2,3
"774",4,2,3,1,1,1,2,3
"775",3,2,2,1,1,1,2,3
"776",3,2,2,1,1,1,2,3
"777",3,2,2,1,1,1,2,3
"778",3,2,2,1,1,1,2,3
"779",3,2,2,1,1,1,1,3
"780",3,2,2,1,1,1,1,3
"781",3,2,2,1,1,1,1,3
"782",3,2,2,1,1,1,1,2
"783",4,2,3,1,1,1,2,3
"784",4,3,3,1,1,2,1,3
"785",4,3,3,1,1,1,2,2
"786",4,3,3,1,2,1,1,2
"787",4,3,3,1,2,1,1,2
"788",4,3,3,1,2,1,1,2
"789",2,3,2,2,2,2,3,1
"790",2,3,2,2,2,2,3,1
"791",4,3,2,2,2,2,3,2
"792",4,3,3,1,2,1,2,2
"793",4,2,3,1,1,2,2,3
"794",4,2,3,1,1,1,2,3
"795",3,2,3,1,1,1,3,3
"796",3,2,2,1,1,1,2,3
"797",3,2,2,1,1,1,2,3
"798",3,2,2,1,1,1,2,3
"799",3,2,2,1,1,1,2,3
"800",3,2,2,1,1,1,1,3
"801",3,2,2,1,1,1,1,3
"802",3,2,2,1,1,1,1,3
"803",3,2,2,1,1,1,1,3
"804",3,2,2,1,1,1,1,3
"805",4,3,2,1,1,1,2,3
"806",4,3,3,1,2,1,2,3
"807",4,3,3,1,2,1,1,2
"808",4,3,3,1,2,1,1,2
"809",2,3,2,2,2,1,3,1
"810",2,3,2,2,2,2,3,1
"811",4,3,2,2,2,1,3,1
"812",4,3,3,1,1,1,2,2
"813",3,2,2,1,1,1,2,3
"814",3,2,2,1,1,1,2,3
"815",3,2,3,1,1,1,2,3
"816",3,2,2,1,1,1,2,3
"817",3,2,2,1,1,1,2,3
"818",3,2,2,1,1,1,2,3
"819",3,2,2,1,1,1,2,3
"820",3,2,2,1,1,1,1,3
"821",3,2,2,1,1,1,1,3
"822",3,2,2,1,1,1,1,3
"823",3,2,2,1,1,1,1,3
"824",3,2,2,1,1,1,1,3
"825",3,2,2,1,1,1,2,3
"826",3,2,2,1,1,1,2,3
"827",4,3,3,1,1,1,2,3
"828",4,3,3,1,2,2,2,2
"829",4,3,3,2,2,1,3,2
"830",2,3,2,2,2,2,3,1
"831",2,3,2,2,2,2,3,2
"832",4,2,3,1,1,1,2,2
"833",4,2,2,1,1,1,2,3
"834",3,2,2,1,1,1,2,3
"835",3,2,2,1,1,1,2,3
"836",3,2,2,1,1,1,3,3
"837",3,2,2,1,1,1,3,3
"838",3,2,2,1,1,1,3,3
"839",3,2,2,1,1,1,2,3
"840",3,2,3,1,1,1,2,3
"841",3,2,2,1,1,1,1,3
"842",3,2,2,1,1,1,1,3
"843",3,2,2,1,1,1,1,3
"844",3,2,2,1,1,1,1,3
"845",3,2,2,1,1,1,1,3
"846",3,2,2,1,1,1,1,3
"847",3,2,2,1,1,1,1,3
"848",4,3,3,1,1,1,2,2
"849",4,3,3,1,2,1,2,3
"850",2,1,2,2,2,1,3,1
"851",2,1,2,2,2,2,3,2
"852",4,3,3,1,2,1,2,2
"853",4,2,3,1,1,1,3,3
"854",3,2,2,1,1,1,2,3
"855",3,2,2,1,1,1,2,3
"856",3,2,2,1,1,1,2,3
"857",3,2,2,1,1,1,2,3
"858",3,2,2,1,1,1,3,3
"859",3,2,2,1,1,1,3,3
"860",3,2,3,1,2,1,2,3
"861",4,3,3,1,1,1,2,2
"862",3,2,2,1,1,1,1,3
"863",3,2,2,1,1,1,2,3
"864",3,2,2,1,1,1,1,3
"865",3,2,2,1,1,1,1,3
"866",3,2,2,1,1,1,1,3
"867",3,2,2,1,1,1,1,3
"868",4,3,3,1,1,1,2,3
"869",4,3,3,1,2,1,2,2
"870",2,3,2,2,2,2,3,2
"871",2,3,2,2,2,2,3,2
"872",4,3,3,2,2,2,3,2
"873",4,3,3,1,2,1,2,2
"874",3,2,2,1,1,1,2,3
"875",3,2,2,1,1,1,2,3
"876",3,2,2,1,1,1,2,3
"877",3,2,2,1,1,1,2,3
"878",3,2,2,1,1,1,2,3
"879",3,2,2,1,1,1,2,3
"880",3,2,3,1,1,1,3,3
"881",4,3,3,1,2,1,2,2
"882",4,3,3,1,2,1,2,2
"883",3,2,2,1,1,1,2,3
"884",3,2,2,1,1,1,2,3
"885",3,2,2,1,1,1,2,3
"886",3,2,2,1,1,1,2,3
"887",3,2,2,1,1,1,2,3
"888",3,2,2,1,1,1,1,3
"889",4,3,3,1,2,1,1,2
"890",2,3,2,2,2,2,3,2
"891",2,3,2,2,2,2,3,2
"892",2,3,2,2,2,1,3,2
"893",4,3,3,1,2,1,2,2
"894",4,3,2,1,1,1,2,3
"895",3,2,2,1,1,1,2,3
"896",3,2,2,1,1,1,2,3
"897",3,2,2,1,1,1,2,3
"898",3,2,2,1,1,1,2,3
"899",3,2,2,1,1,1,2,3
"900",3,2,2,1,1,1,2,3
"901",4,3,3,1,2,1,2,3
"902",4,3,3,1,2,1,2,2
"903",4,3,3,2,2,1,2,2
"904",3,2,2,1,1,1,2,3
"905",3,2,2,1,1,1,2,3
"906",3,2,2,1,1,1,2,3
"907",3,2,2,1,1,1,2,3
"908",3,3,2,1,1,1,2,3
"909",4,3,3,1,2,1,1,2
"910",3,3,2,2,2,2,3,1
"911",2,3,2,2,2,2,3,2
"912",2,3,2,2,2,2,3,1
"913",4,3,2,2,2,2,3,2
"914",4,3,3,1,1,1,2,2
"915",3,2,2,1,1,1,2,3
"916",3,2,2,1,1,1,2,3
"917",3,2,2,1,1,1,2,3
"918",3,2,2,1,1,1,2,3
"919",3,2,2,1,1,1,2,3
"920",3,2,2,1,1,1,2,3
"921",3,2,2,1,2,1,2,3
"922",4,3,3,1,2,1,2,2
"923",4,3,3,1,2,1,2,2
"924",4,3,3,2,2,2,3,2
"925",3,2,2,1,1,1,2,3
"926",3,2,2,1,1,1,2,3
"927",3,2,2,1,1,1,2,3
"928",3,3,3,1,2,1,2,3
"929",4,3,3,1,2,1,2,3
"930",3,3,2,2,2,2,3,2
"931",2,3,2,2,2,2,3,1
"932",2,3,2,2,2,2,3,2
"933",2,3,2,2,2,2,3,1
"934",4,3,2,1,2,2,2,1
"935",4,2,2,1,2,1,2,3
"936",3,2,2,1,1,1,2,3
"937",3,2,2,1,1,1,2,3
"938",3,2,2,1,1,1,2,3
"939",3,2,2,1,1,1,2,3
"940",3,2,2,1,1,1,2,3
"941",3,2,2,1,1,1,2,3
"942",4,2,3,1,2,1,3,3
"943",4,3,3,1,2,1,2,2
"944",4,3,3,1,2,1,2,2
"945",4,3,3,2,2,1,3,2
"946",3,2,3,1,1,2,3,3
"947",3,3,3,1,2,1,2,3
"948",3,3,3,1,2,1,2,3
"949",3,3,3,2,2,1,3,3
"950",2,3,3,2,2,2,3,1
"951",2,3,2,2,2,2,3,1
"952",2,3,2,2,2,2,3,1
"953",2,3,2,2,2,2,3,1
"954",4,3,2,2,2,2,3,2
"955",4,3,2,1,1,1,2,2
"956",4,2,2,1,1,1,2,3
"957",3,2,2,1,1,1,2,3
"958",3,2,2,1,1,1,2,3
"959",3,2,2,1,1,1,2,3
"960",3,2,2,1,1,1,2,3
"961",3,2,2,1,1,1,2,3
"962",3,2,2,1,1,1,2,3
"963",4,3,3,1,2,1,1,3
"964",4,3,3,1,2,2,1,2
"965",4,3,3,1,2,2,2,2
"966",2,3,3,2,2,1,3,2
"967",3,3,3,1,2,1,2,2
"968",3,3,3,2,2,1,3,1
"969",3,3,3,2,2,2,3,1
"970",2,3,3,2,2,2,3,1
"971",2,3,2,2,2,1,3,1
"972",2,3,2,2,2,2,3,1
"973",2,3,2,2,2,2,3,1
"974",2,3,2,2,2,2,3,1
"975",4,3,2,1,2,1,2,1
"976",4,2,2,1,1,1,2,2
"977",3,2,2,1,1,1,2,3
"978",3,2,2,1,1,1,2,3
"979",3,2,2,1,1,1,2,3
"980",3,2,2,1,1,1,2,3
"981",3,2,2,1,1,1,2,3
"982",3,2,2,1,1,1,2,3
"983",4,2,3,1,1,1,2,3
"984",4,3,3,1,1,1,1,2
"985",4,3,3,1,2,1,1,2
"986",4,3,3,2,2,1,2,2
"987",2,3,3,2,2,2,3,2
"988",3,2,3,2,2,2,2,2
"989",3,3,3,1,2,1,1,2
"990",3,3,3,1,2,1,3,2
"991",3,3,3,1,2,1,1,2
"992",2,3,3,2,2,2,3,2
"993",2,3,2,2,2,2,3,1
"994",2,3,2,2,2,2,3,2
"995",4,3,2,2,2,1,2,2
"996",4,3,2,1,2,1,2,2
"997",4,2,2,1,1,1,2,3
"998",3,2,2,1,1,1,2,3
"999",3,2,2,1,1,1,2,3
"1000",3,2,2,1,1,1,2,3
"1001",3,2,2,1,1,1,2,3
"1002",3,2,2,1,1,1,2,3
"1003",3,2,2,1,1,1,2,3
"1004",4,2,3,1,1,2,2,3
"1005",4,3,3,1,1,1,1,2
"1006",4,3,3,1,1,1,1,2
"1007",4,3,3,2,2,1,3,2
"1008",2,3,3,2,2,2,3,2
"1009",3,2,3,1,1,1,1,3
"1010",3,3,3,1,2,1,1,3
"1011",3,3,3,1,2,1,1,3
"1012",3,3,3,1,1,1,1,2
"1013",2,3,2,2,2,2,3,2
"1014",2,3,2,2,2,2,3,2
"1015",4,3,2,2,2,2,3,2
"1016",4,3,3,1,2,1,2,2
"1017",4,2,2,1,2,1,2,3
"1018",4,2,2,1,1,1,2,3
"1019",3,2,2,1,1,1,2,3
"1020",3,2,2,1,1,1,2,3
"1021",3,2,2,1,1,1,2,3
"1022",3,2,2,1,1,1,2,3
"1023",3,2,2,1,1,1,2,3
"1024",3,2,2,1,1,1,2,3
"1025",4,2,3,1,1,1,1,3
"1026",4,3,3,1,2,1,1,2
"1027",4,3,3,1,2,1,1,2
"1028",4,3,3,1,2,1,1,2
"1029",2,3,3,2,2,2,3,2
"1030",3,2,3,1,1,1,1,3
"1031",3,2,3,1,1,1,1,3
"1032",3,2,3,1,1,1,1,3
"1033",3,3,3,1,1,1,1,2
"1034",2,3,2,2,2,2,3,2
"1035",2,3,2,2,2,2,3,2
"1036",4,3,3,1,2,1,2,2
"1037",4,3,3,1,2,1,2,2
"1038",4,3,2,1,1,1,2,3
"1039",3,2,2,1,1,1,2,3
"1040",3,2,2,1,1,1,2,3
"1041",3,2,2,1,1,1,2,3
"1042",3,2,2,1,2,1,2,3
"1043",3,2,2,1,1,1,2,3
"1044",3,2,2,1,1,1,2,3
"1045",3,2,2,1,1,1,2,3
"1046",4,2,3,1,1,1,1,3
"1047",4,3,3,1,1,1,1,2
"1048",4,3,3,1,2,1,1,2
"1049",4,3,3,1,2,1,3,2
"1050",4,3,3,2,2,2,3,2
"1051",3,2,3,1,1,1,1,3
"1052",3,2,3,1,1,1,1,3
"1053",3,2,3,1,1,1,1,3
"1054",3,3,3,1,2,1,1,3
"1055",2,3,3,2,2,2,3,2
"1056",4,3,3,2,2,1,3,2
"1057",4,3,3,1,2,1,2,2
"1058",4,2,3,1,1,1,2,3
"1059",3,2,2,1,1,1,2,3
"1060",3,2,2,1,1,1,2,3
"1061",3,2,2,1,1,1,2,3
"1062",3,2,2,1,1,1,2,3
"1063",3,2,2,1,1,1,2,3
"1064",3,2,2,1,1,1,2,3
"1065",3,2,2,1,1,1,2,3
"1066",3,2,2,1,1,1,2,3
"1067",4,3,3,1,1,1,2,3
"1068",4,3,3,1,1,1,1,2
"1069",4,3,3,1,2,1,1,2
"1070",4,3,3,1,2,1,1,2
"1071",4,3,3,2,2,1,2,2
"1072",3,2,3,1,1,1,1,3
"1073",3,2,3,1,1,1,1,3
"1074",3,2,3,1,1,1,1,3
"1075",3,3,3,1,1,1,1,2
"1076",2,3,3,2,2,2,3,2
"1077",4,3,3,1,2,1,2,2
"1078",4,3,3,1,1,1,2,2
"1079",4,2,3,1,1,1,2,3
"1080",3,2,2,1,1,1,2,3
"1081",3,2,2,1,1,1,2,3
"1082",3,2,2,1,1,1,2,3
"1083",3,2,2,1,1,1,2,3
"1084",3,2,2,1,1,1,2,3
"1085",3,2,2,1,1,1,2,3
"1086",3,2,2,1,1,1,2,3
"1087",3,2,2,1,1,1,2,3
"1088",4,2,3,1,1,2,2,3
"1089",4,3,3,1,2,1,2,2
"1090",4,3,3,1,2,1,1,2
"1091",4,3,3,2,2,1,2,2
"1092",4,3,3,1,2,1,2,2
"1093",3,2,2,1,1,1,1,3
"1094",3,2,2,1,1,1,1,3
"1095",3,2,2,1,1,1,1,3
"1096",3,3,3,1,1,1,1,2
"1097",2,3,3,2,2,2,3,2
"1098",4,3,3,1,2,1,2,2
"1099",4,3,3,1,1,1,2,2
"1100",4,2,2,1,1,1,1,3
"1101",3,2,2,1,1,1,1,3
"1102",3,2,2,1,1,1,2,3
"1103",3,2,2,1,1,1,2,3
"1104",3,2,2,1,1,1,2,3
"1105",3,2,2,1,1,1,2,3
"1106",3,2,2,1,1,1,2,3
"1107",3,2,2,1,1,1,2,3
"1108",3,2,2,1,1,1,2,3
"1109",4,3,3,1,1,1,2,3
"1110",4,3,3,1,2,1,2,2
"1111",4,3,3,1,2,1,2,2
"1112",4,3,3,1,2,1,2,2
"1113",4,3,3,1,2,1,2,2
"1114",3,2,2,1,1,1,1,3
"1115",3,2,2,1,1,1,1,3
"1116",3,3,2,1,1,1,1,3
"1117",3,3,3,1,2,1,3,2
"1118",2,3,3,2,2,2,3,2
"1119",4,3,3,1,2,1,1,2
"1120",4,3,3,1,2,1,1,2
"1121",4,2,2,1,1,1,1,3
"1122",3,2,2,1,1,1,1,3
"1123",3,2,2,1,1,1,1,3
"1124",3,2,2,1,1,1,2,3
"1125",3,2,2,1,1,1,2,3
"1126",3,2,2,1,1,1,2,3
"1127",3,2,2,1,1,1,2,3
"1128",3,2,2,1,1,1,2,3
"1129",3,2,2,1,1,1,2,3
"1130",4,2,3,1,1,1,3,3
"1131",4,3,3,1,1,1,2,2
"1132",4,3,3,1,2,1,2,2
"1133",4,3,3,1,2,1,1,2
"1134",4,3,3,1,2,1,1,2
"1135",3,2,2,1,1,1,1,3
"1136",3,3,2,1,1,1,1,3
"1137",3,3,3,1,1,1,3,3
"1138",3,3,3,1,2,1,3,2
"1139",2,3,3,2,2,2,3,2
"1140",4,3,3,1,2,1,1,2
"1141",4,2,3,1,1,1,1,2
"1142",4,2,2,1,1,1,1,3
"1143",3,2,2,1,1,1,1,3
"1144",3,2,2,1,1,1,2,3
"1145",3,2,2,1,1,1,1,3
"1146",3,2,2,1,1,1,1,3
"1147",3,2,2,1,1,1,1,3
"1148",3,2,2,1,1,1,2,3
"1149",3,2,2,1,1,1,2,3
"1150",3,2,2,1,1,1,2,3
"1151",4,3,3,1,1,1,2,3
"1152",4,3,3,1,1,1,2,2
"1153",4,3,3,1,2,1,2,2
"1154",4,3,3,1,2,1,1,2
"1155",4,3,3,1,2,1,1,2
"1156",3,2,3,1,1,1,1,3
"1157",3,3,3,1,1,1,1,2
"1158",3,3,3,1,1,1,1,2
"1159",3,3,3,2,2,2,3,1
"1160",2,3,3,2,2,2,3,1
"1161",4,3,3,1,2,1,1,2
"1162",4,3,3,1,1,1,1,2
"1163",4,2,2,1,1,1,1,3
"1164",3,2,2,1,1,1,2,3
"1165",3,2,2,1,1,1,2,3
"1166",3,2,2,1,1,1,1,3
"1167",3,2,2,1,1,1,1,3
"1168",3,2,2,1,1,1,1,3
"1169",3,2,2,1,1,1,2,3
"1170",3,2,2,1,1,1,2,3
"1171",3,2,2,1,1,1,2,3
"1172",3,2,3,1,1,1,2,3
"1173",4,3,3,1,1,1,2,2
"1174",4,3,3,1,1,1,2,2
"1175",4,3,3,1,2,1,2,2
"1176",4,3,3,1,2,1,1,2
"1177",3,3,3,1,1,1,1,3
"1178",4,3,3,1,1,1,1,2
"1179",4,3,3,1,1,1,1,2
"1180",2,3,2,2,2,2,3,1
"1181",2,3,2,2,2,2,3,2
"1182",4,3,3,1,2,1,1,1
"1183",4,3,3,1,1,1,1,2
"1184",4,2,3,1,1,1,3,3
"1185",3,2,2,1,1,1,2,3
"1186",3,2,2,1,1,1,2,3
"1187",3,2,2,1,1,1,1,3
"1188",3,2,2,1,1,1,1,3
"1189",3,2,2,1,1,1,1,3
"1190",3,2,2,1,1,1,2,3
"1191",3,2,2,1,1,1,2,3
"1192",3,2,2,1,1,1,2,3
"1193",3,2,2,1,1,1,2,3
"1194",4,2,3,1,1,1,2,3
"1195",4,3,3,1,1,1,2,2
"1196",4,3,3,1,2,1,1,2
"1197",4,3,3,1,1,1,1,2
"1198",4,3,3,1,1,1,1,2
"1199",4,3,3,1,1,1,1,2
"1200",4,3,3,1,1,1,1,2
"1201",2,3,2,2,2,2,3,1
"1202",2,3,2,2,2,2,3,1
"1203",4,3,3,1,2,1,1,1
"1204",4,3,3,1,1,1,1,2
"1205",4,3,3,1,1,1,3,3
"1206",3,2,2,1,1,1,2,3
"1207",3,2,2,1,1,1,2,3
"1208",3,2,2,1,1,1,1,3
"1209",3,2,2,1,1,1,1,3
"1210",3,2,2,1,1,1,1,3
"1211",3,2,2,1,2,1,1,3
"1212",3,2,2,1,1,1,2,3
"1213",3,2,2,1,1,1,2,3
"1214",3,2,2,1,1,1,2,3
"1215",3,2,2,1,1,1,2,3
"1216",3,2,2,1,1,1,2,3
"1217",4,3,3,1,1,1,1,3
"1218",4,3,3,1,1,1,1,2
"1219",4,3,3,1,2,1,1,2
"1220",4,3,3,1,2,1,1,1
"1221",4,3,3,1,2,1,3,1
"1222",2,3,2,2,2,2,3,1
"1223",2,3,2,2,2,2,3,1
"1224",4,3,2,1,2,1,1,2
"1225",4,3,3,1,2,1,1,2
"1226",4,3,3,1,1,1,1,3
"1227",3,2,2,1,1,1,2,3
"1228",3,2,2,1,1,1,2,3
"1229",3,2,2,1,1,1,1,3
"1230",3,2,2,1,1,1,1,3
"1231",3,2,2,1,1,1,1,3
"1232",3,2,2,1,1,1,1,3
"1233",3,2,2,1,1,1,1,3
"1234",3,2,2,1,1,1,2,3
"1235",3,2,2,1,1,1,2,3
"1236",3,2,2,1,1,1,2,3
"1237",3,2,2,1,1,1,2,3
"1238",3,2,2,1,1,1,2,3
"1239",3,2,2,1,1,1,1,3
"1240",4,3,3,1,2,1,1,2
"1241",4,3,3,2,2,1,3,1
"1242",2,3,3,2,2,2,3,1
"1243",2,1,2,2,2,2,3,1
"1244",2,1,2,2,2,2,3,1
"1245",2,3,2,2,2,2,3,1
"1246",4,3,3,1,1,1,1,2
"1247",4,3,3,1,1,1,1,2
"1248",4,2,2,1,1,1,2,3
"1249",3,2,2,1,1,1,2,3
"1250",3,2,2,1,1,1,2,3
"1251",3,2,2,1,1,1,2,3
"1252",3,2,2,1,1,1,2,3
"1253",3,2,2,1,1,1,1,3
"1254",3,2,2,1,1,1,1,3
"1255",3,2,2,1,2,1,1,3
"1256",3,2,2,1,1,1,2,3
"1257",3,2,2,1,1,1,2,3
"1258",3,2,2,1,1,1,2,3
"1259",3,2,2,1,1,1,2,3
"1260",3,2,2,1,1,1,2,3
"1261",2,3,3,2,2,1,3,1
"1262",2,3,3,2,2,1,3,1
"1263",2,3,3,2,2,1,3,1
"1264",2,3,2,2,2,2,3,1
"1265",2,3,2,2,2,2,3,1
"1266",2,3,2,2,2,2,3,1
"1267",4,3,3,1,2,1,3,2
"1268",4,3,3,1,1,1,1,2
"1269",4,3,3,1,1,1,2,3
"1270",3,2,2,1,1,1,2,3
"1271",3,2,2,1,1,1,2,3
"1272",3,2,2,1,1,1,2,3
"1273",3,2,2,1,1,1,2,3
"1274",3,2,2,1,1,1,2,3
"1275",3,2,2,1,1,1,1,3
"1276",3,2,2,1,1,1,2,3
"1277",3,2,2,1,2,1,2,3
"1278",3,2,2,1,1,1,2,3
"1279",3,2,2,1,1,1,2,3
"1280",3,2,2,1,1,1,2,3
"1281",3,2,2,1,1,1,2,3
"1282",2,3,3,2,2,1,3,1
"1283",2,3,3,2,2,1,3,1
"1284",2,3,3,2,2,1,3,1
"1285",2,3,2,2,2,2,3,1
"1286",2,3,2,2,2,2,3,1
"1287",2,3,2,2,2,2,3,1
"1288",2,3,2,2,2,2,3,2
"1289",4,3,3,1,2,1,2,2
"1290",4,3,3,1,2,1,2,2
"1291",4,2,2,1,2,1,2,3
"1292",4,2,2,1,1,1,2,3
"1293",3,2,2,1,1,1,2,3
"1294",3,2,2,1,1,1,2,3
"1295",3,2,2,1,1,1,2,3
"1296",3,2,2,1,1,1,2,3
"1297",3,2,2,1,1,1,2,3
"1298",3,2,2,1,1,1,1,3
"1299",3,2,2,1,1,1,1,3
"1300",3,2,2,1,1,1,1,3
"1301",3,2,2,1,1,1,1,3
"1302",3,2,2,1,1,1,1,3
"1303",4,3,3,2,2,1,3,2
"1304",4,3,3,1,2,1,1,2
"1305",4,3,3,1,2,1,1,1
"1306",4,3,3,1,2,1,1,2
"1307",2,3,2,2,2,2,3,1
"1308",2,3,2,2,2,2,3,1
"1309",2,3,2,2,2,2,3,1
"1310",4,3,3,1,2,1,2,2
"1311",4,3,3,1,2,1,1,2
"1312",4,2,3,1,2,1,2,3
"1313",4,2,2,1,1,1,2,3
"1314",3,2,2,1,1,1,2,3
"1315",3,2,2,1,1,1,2,3
"1316",3,2,2,1,1,1,2,3
"1317",3,2,2,1,1,1,2,3
"1318",3,2,2,1,1,1,2,3
"1319",2,3,2,1,1,1,1,1
"1320",2,3,2,1,1,1,1,1
"1321",2,3,2,1,1,1,1,1
"1322",2,3,2,1,1,1,1,3
"1323",2,3,2,1,1,1,1,3
"1324",4,3,3,1,2,1,3,2
"1325",4,3,3,1,2,1,1,2
"1326",4,3,3,1,2,1,1,2
"1327",4,3,3,1,1,1,1,2
"1328",3,3,3,1,1,1,1,2
"1329",3,3,3,2,2,1,3,1
"1330",2,3,3,2,2,2,3,2
"1331",4,3,3,2,2,1,3,2
"1332",4,3,3,1,2,1,1,2
"1333",4,3,3,1,2,1,1,2
"1334",4,2,3,1,1,1,3,3
"1335",3,2,2,1,1,1,2,3
"1336",3,2,2,1,1,1,2,3
"1337",3,2,2,1,1,1,2,3
"1338",3,2,2,1,1,1,2,3
"1339",3,2,2,1,1,1,2,3
"1340",3,2,2,1,1,1,1,3
"1341",3,2,2,1,1,1,1,3
"1342",3,2,2,1,1,1,1,3
"1343",2,2,2,1,1,1,1,3
"1344",2,3,2,1,1,1,1,3
"1345",4,3,3,1,2,1,1,2
"1346",4,3,3,1,1,1,1,2
"1347",4,3,3,1,1,1,1,2
"1348",3,3,3,1,1,1,1,2
"1349",3,3,3,1,1,1,1,2
"1350",3,3,3,1,1,1,1,2
"1351",2,3,3,2,2,2,3,1
"1352",2,3,2,2,2,2,3,2
"1353",4,3,3,2,2,2,1,2
"1354",4,3,3,1,1,1,2,2
"1355",4,3,3,1,2,1,1,2
"1356",4,3,3,1,1,1,1,3
"1357",3,2,2,1,1,1,2,3
"1358",3,2,2,1,1,1,2,3
"1359",3,2,2,1,1,1,2,3
"1360",3,2,2,1,1,1,2,3
"1361",3,2,2,1,1,1,2,3
"1362",3,2,2,1,1,1,1,3
"1363",3,2,2,1,1,1,1,3
"1364",3,2,2,1,1,1,1,3
"1365",3,2,2,1,1,1,1,3
"1366",4,3,3,1,2,1,1,2
"1367",4,3,3,1,1,1,1,2
"1368",3,2,2,1,1,1,1,3
"1369",3,2,2,1,1,1,1,3
"1370",3,2,2,1,1,1,1,3
"1371",3,3,3,1,1,1,1,3
"1372",3,3,3,1,1,1,1,2
"1373",2,3,2,2,2,2,3,2
"1374",2,3,2,2,2,2,3,2
"1375",4,3,2,2,2,1,2,2
"1376",4,3,3,1,1,1,1,2
"1377",4,3,3,1,1,1,1,2
"1378",4,3,3,1,1,1,2,3
"1379",3,2,2,1,1,1,2,3
"1380",3,2,2,1,1,1,2,3
"1381",3,2,2,1,1,1,2,3
"1382",3,2,2,1,1,1,1,3
"1383",3,2,2,1,1,1,1,3
"1384",3,2,2,1,1,1,2,3
"1385",3,2,2,1,1,1,1,3
"1386",3,2,2,1,1,1,1,3
"1387",3,3,3,1,1,1,1,2
"1388",3,3,3,1,1,1,2,3
"1389",3,2,2,1,1,1,1,3
"1390",3,2,2,1,1,1,1,3
"1391",3,2,2,1,1,1,1,3
"1392",3,3,2,1,1,1,1,3
"1393",3,3,3,1,1,1,1,2
"1394",2,3,2,2,2,1,3,1
"1395",2,3,2,2,2,2,3,1
"1396",2,3,2,2,2,2,3,1
"1397",4,3,3,1,2,1,1,2
"1398",4,3,3,1,1,1,1,2
"1399",4,3,3,1,1,1,1,2
"1400",4,3,3,1,1,1,2,3
"1401",3,2,2,1,1,1,2,3
"1402",3,2,2,1,1,1,2,3
"1403",3,2,2,1,1,1,2,3
"1404",3,2,2,1,1,1,2,3
"1405",3,2,2,1,1,1,2,3
"1406",3,2,2,1,1,1,1,3
"1407",3,2,2,1,1,1,1,3
"1408",3,3,3,1,1,1,1,2
"1409",3,3,3,1,1,1,1,2
"1410",3,2,2,1,1,1,1,3
"1411",3,2,2,1,1,1,1,3
"1412",3,2,2,1,1,1,1,3
"1413",3,2,2,1,1,1,1,3
"1414",3,3,3,1,1,1,1,2
"1415",3,3,3,1,2,1,1,1
"1416",2,3,2,2,2,2,3,1
"1417",2,3,2,2,2,2,3,1
"1418",2,3,2,2,2,2,3,2
"1419",4,3,3,2,2,2,1,2
"1420",4,3,3,1,2,1,2,2
"1421",4,3,3,1,1,1,2,2
"1422",4,3,2,1,1,1,2,2
"1423",3,3,2,1,1,1,2,2
"1424",3,2,2,1,1,1,2,3
"1425",3,2,2,1,1,1,2,3
"1426",3,2,2,1,1,1,1,3
"1427",3,2,2,1,1,1,1,3
"1428",3,2,2,1,1,1,1,3
"1429",3,3,3,1,1,1,1,2
"1430",3,3,3,1,1,1,1,2
"1431",3,2,2,1,1,1,1,3
"1432",3,2,2,1,1,1,1,3
"1433",3,2,2,1,1,1,1,3
"1434",3,2,2,1,1,1,1,3
"1435",3,3,3,1,1,1,1,2
"1436",3,3,3,1,1,1,1,2
"1437",3,3,3,2,2,1,3,1
"1438",2,3,2,2,2,2,3,1
"1439",2,3,2,2,2,2,3,1
"1440",2,3,2,2,2,2,3,2
"1441",4,3,3,2,2,2,3,2
"1442",4,3,3,1,2,1,2,2
"1443",4,3,3,1,2,1,2,2
